storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
f75f39c4-5629-4a47-a644-98d7fb96c1bc,Mall Santa,Bob played Santa at the shopping mall for Christmas.,He loved to bring joy to the children and their parents.,One little girl came up to him bashfully.,She climbed on his lap and asked only for her family to be together.,She brought tears to Bob's eyes.
61f3bc4d-621a-40dd-8e18-ee052469a2ca,Prank,"Tom wanted to prank call his friend, George.",Tom called him.,George seemed to be buying it.,George knew the entire time that it was Tom,Tom was disappointed and decided to work on his fake accent better.
f58c092a-7856-4d6b-8344-9ff5b790db79,Bus Tour,In 1975 I went with mother on a bus tour.,A local company in Chinatown chartered a bus.,We went to Plymouth and saw the Rock.,We walked through Plimoth Plantation before going home.,"I miss my mother, now departed."
0e8219c5-1c9b-444f-aeb3-cad76d23166d,Ghost,Rodney was always interested in the supernatural.,He decided to book a vacation to a haunted hotel.,Rodney heard footsteps and loud banging outside his room.,Rodney opened the door to see nothing there.,Rodney checked out early from the hotel.
dd90a1d0-729f-4d86-9770-9dbe18b868a7,Hanging up decorations,"It was the day after Thanksgiving, and I needed to hang decorations.",I went to the attack and retrieved  the box of Christmas supplies.,I brought them to the yard along with some tools.,I began to hang the lights and decorations outside my house.,"After two hours of hard work, my house looked ready for Christmas."
c0438329-fa08-411e-83b1-6a3b4a940f9d,The Standup,"As a 41-year-old man, my mother doesn't give me money.","But on this particular day, she calls me and offers me $100.",We scheduled to meet in Nordstroms in Cerritos at five o'clock,I first went window shopping and people watching.,"At five, my mother wasn't at Nordstroms and she never showed."
397324b3-cb62-4bf4-b23c-229ad1cd924c,Proposal,Sam loved his girlfriend.,He wanted to marry her.,He took her on a hiking trip.,Atop a mountain Sam proposed under the stars.,His girlfriend said yes enthusiastically.
04ef0dfd-1529-4b7e-bdfb-7a75d707abfe,Airplanes,Howard loved to build real airplanes.,He did this every day for his entire life.,He even made a movie all about airplanes.,He was getting very old and couldn't use his hands anymore.,"He then discovered model airplanes, and fell in love with making them."
45347f27-cd70-446d-a745-e21bb442e7c9,Autism,My son was diagnosed with Autism.,He went to see a top notch child psychiatrist.,They tested him over a course of 3 days.,They played with him and ran tests.,"In conclusion, they decided he was PDD-NOS."
c52e817e-6e09-40b4-856e-9ccc122e2688,Where Do These Phone Books Come From?,I looked out my front door one morning and saw a phonebook.,It was just sitting on my front porch.,I brought it inside and quickly tossed it in the trash.,The next morning I looked outside to see another phonebook!,I decided that I would just leave that one laying there.
28bf3733-602e-4165-82d8-3fa8b6556838,Leftovers,I love eating leftovers of great meals.,But I don't like having the same meal back-to-back.,This has created a problem.,I wait for a day after eating a meal to go for the leftovers.,"In the intervening day, my family has usually eaten them all."
1eb976c2-557e-4858-8185-75dda19a9403,The first car.,Ashley had been saving money all summer.,It was time for her to get her very first car.,She was at the lot checking cars out.,"Then, she spotted a cute red one.",It was a bit out of her budget but her dad offered to help her pay.
e481f991-c56f-43dc-8917-af3001233786,The Chase,John was on the trail running.,Suddenly he heard footsteps behind him.,John began to run faster.,He thought he was being chased.,He ran even faster until he got to his car safely.
7fc1c54f-2106-41c7-b64e-bfc712a41bff,Tree Rings,Ronald went hiking with his father.,"Several miles into the trail, they came upon a felled tree.",It was a massive oak.,Ronald's father pointed at all the rings found on the tree stump.,He explained that you can find out the tree's age by counting them.
d5b2ac4b-5894-4464-94fa-105dfc1adb2b,Clarinet lesson,Don showed up for his clarinet lesson.,He forgot to bring his music.,A teacher told him to play some scales.,Don really was not ready for that.,After that they played some duets with teacher.
24755814-1ed1-4410-9598-f2c83b4115c2,Old game system,My mother has an old game system.,She played it very rarely.,I asked her if I could play it.,She told me that it was too old for me to play.,I played it anyways.
9f5f5e24-7630-480c-8581-6830500c4849,Cheesecake,Enrique was invited to a party.,"It was a potluck party, so he was expected to bring something.",Enrique asked his mother for her cheesecake recipe.,Enrique made his mother's famous cheesecake.,Everyone at the party loved it.
066fc96a-d952-48c1-a311-38e4cb80d1e1,Skydiver,Nate wanted to skydive.,"He was nervous, but he made an appointment.",He showed up and geared up.,Then it was the moment of truth.,Nate jumped - and he loved it!
b0da7a3a-8e1a-4c53-a382-6a0b51c4cf4d,Caught Cheating,Tim was playing poker with friends.,He was losing pretty badly.,Tim decided to try and cheat.,He was caught pretty easily.,Tim's friends kicked him  out of the game.
3c9d73d6-34d8-43bf-b8eb-68cbdff05b4f,Cooking is Important,Allen grew up and moved out of his childhood home.,He had never cooked or chopped before.,He had no idea how to buy and cook inexpensive and nutritious food.,He ate out for almost every meal.,Soon his food budget and his health were in poor condition.
7dd9c75c-72f8-4a99-aafc-a927edfe1c49,Muscle Mass,Everybody always told Craig that he was too skinny.,Craig tried to lift weights but he did not gain any weight.,"Eventually, Craig heard about combining protein and weightlifting.",Craig started lifting weights and eating a lot of protein in his diet.,Craig soon gained lean muscle mass and looked very healthy.
ee4924e2-9c6f-4ad5-a266-b20b529e3035,Remodel,Hillary wanted to remodel her bathroom.,She tore down the wallpaper.,She ended up ruining the walls.,It took a long time to fix.,She really regretted her choice.
93970e6d-f624-4f1a-980e-744eb04da717,Pillows,Jon was trying to sleep.,The pillow was too big.,It annoyed him so much he couldn't sleep.,He decided to sleep without the pillow.,He woke up with a neck ache.
b465e916-2347-4a17-8f81-d6e018e0b461,Whale Watch,I went on a whale watch with two coworkers in 1980.,"One person got seasick, while the other did not.",We saw a lot of whales.,I asked the person who was not seasick out on a date.,We got married a year later.
b5ca3e51-92be-4787-a0e9-a2856ee1616d,stronger,Ed started hiking with his family every weekend.,At first he grew tired after just twenty minutes.,"But he persisted, hiking often.",After a while his legs grew stronger.,Soon he could easily handle four-hour hikes!
c815a6c3-aee0-45fd-9e4b-e3c2856197ed,Road Trip,Mary and Jane were happy to be going on a road trip.,They packed up their car and headed toward their destination.,They made several stops along the way.,They stopped at the ocean and visited some different beaches.,Mary and Jane were excited to get to their final destination.
58a00e04-cd60-4f8c-830a-1f0cf4fb29b8,Lactose Intolerant,Tim was lactose intolerant.,"He loved dairy food, though.",He tried taking medication for it.,Unfortunately nothing really helped much.,Tim was often sick.
c8a42906-7dd1-4711-8147-ecc931769353,At Least One Yes,June asked her father if she can go out.,Her father immediately said no.,"However, her mom said yes when June asked her.",She dressed up and left the house.,Her father was bickering at her mom for letting her go.
fa3590d5-99d9-4765-b37a-ad118485228a,New Furniture,Tom had recently gotten a good raise at work.,He had become tired of his old furniture.,He decided to buy all new stuff.,He talked to an interior decorator about it.,Together they got great new pieces.
8442847e-033a-48fe-a07b-353805dd9d48,The Puddle,I have a confession.,I was driving along in the rainy the other day.,I saw some pedestrians on the side of the road -- passing a puddle.,On a whim I swerved to blast through that puddle and splash them.,My guilt is mitigated somewhat by the memory of their shocked faces!
89fbd916-82f5-48e5-a107-317d3c55d68b,First Statement,Nate approached the court.,The judged asked him to honestly answer several questions.,The defense attorney began to interrogate Nate.,He kept a serious tone when speaking.,"Afterwards, the judge dismissed him."
4c28204d-c640-43f2-9f6b-b08dd76ac672,Changing Room,Gina entered the locker room at school.,Everyone was changing for gym.,She was too nervous to change in front of the other girls.,She sat on the bench as the others changed clothes.,The teacher scowled when she entered in her street clothes.
7b493c77-d391-42de-92c0-841e9fa8e18f,Boiling Corn,One day Gina decided to boil some corn.,She filled a large pot of water and brought to a boil.,"She stirred in sugar and lemon juice, dissolving the sugar.",She gently placed ears of corn into boiling water.,She let the corn cook for ten minutes.
2296f95c-0139-4787-90cb-f41df13bc282,Going Out to Eat,The family is planning a night away from the house.,They are going out to eat.,They pick their favorite restaurant which is The Golden Corral.,They eat until their bellies are full with delicious food.,The family had a great time together.
f0d3eda2-1f57-475c-97fb-371d66c4d649,Flowers,Jill wanted a flower garden.,So she got gardening supplies and seeds.,"After a week, her flower garden was complete.",And she took care of it everyday.,Gardening became Jill's favorite hobby.
a92f9f11-7839-45f2-baf9-e76832344c18,Gym Membership,Billy's new year's resolution was to lose some weight.,He signed up for a gym membership.,Billy went to the gym every day and lifted weights.,He got stronger and stronger every day.,"After a month, he measured his weight and saw he lost 10 pounds."
03eacf42-696f-409a-af5f-117a831cad24,Breast Cancer,Jill went to the doctor for her annual exam.,A lump was found on her breast and she needed more testing.,She went to a follow up appointment and it was confirmed as cancer.,Jill went through several rounds of chemotherapy.,"Fortunately, she had no signs of cancer following her treatment."
18e21191-ea9a-4854-bfe4-05f1e26a0c94,Made Money,I went shopping at WalMart the other day.,I waited in line at the self checkout kiosk.,"When I got there, $4 was left in the machine, so I checked out fast.","I looked around the lot for the people, but couldn't find them.","I felt bad about keeping the cash, so I gave to some kids outside."
f265d38f-3aac-4e05-9057-94b4eb705c7e,India,Anna went to India for a year as an exchange student.,She was adventurous and thought she would love it.,"But the heat, smells, and crowded cities overwhelmed her.",Anna did not enjoy it at all.,She was very glad to come home when the school year ended!
8d74a145-9dcf-4a96-bc27-c064ac73be5e,Wind,Jane had purchased an old house.,There was a cool breeze coming into the house.,She closed the window in her bedroom.,The problem was there was no pane on the window.,She covered it with plastic to get through the night.
fd03bac3-16c6-40f2-ad50-03e04ee68ce3,Dumped,Whitney was dating a pilot.,They moved in together.,They talked about marriage.,He decided they weren't working.,He dumped her.
19cb00e0-3e81-4890-88a2-b701ef97bc57,Pasta scare,One day Ben was in the kitchen cooking Pasta.,He was all ready to enjoy his yummy food.,He began to fill his plate to the top.,Ben carried his plate into the living room.,The plate almost fell out of Ben's hands but he grabbed it.
ec1bf4ca-dd95-4f01-8e0e-7fe95dd4c7a7,Tigers,Nia loved tigers.,Her room was covered in tiger posters.,Nia read over a hundred books about tigers.,Her parents decided to surprise her with a safari for her birthday.,"On safari, Nia was able to see a tiger in real life."
56b96bd1-6737-4226-a664-d7c01fdcbdeb,Loud Party,Sam's neighbors were having a party.,It was late and they were being loud.,He asked them to quiet down but they refused.,Sam called the cops.,The cops shut the party down.
16be51a7-bb1b-4446-b007-d0f961805f15,Playing mini golf.,Jordan took her friends out for mini golf.,They were slowly going through the course.,"Soon, they were really bored.",They decided to play hide and seek in the course.,Soon an attendant noticed and kicked them out.
869ce306-5ebb-427a-ad96-59ac86b3f35a,Torn Jeans,Tom had been gaining weight.,He had an old pair of jeans.,They fit really tightly.,Tom tried to wear them out but they tore.,Tom had to throw them out.
0406db9e-9961-4c45-a9a7-a2c0929eec43,The Dead Battery,Cindy had a lot of calls to make.,She plugged her phone in so it would be ready.,"When she picked it up to dial, she noticed that it was dead!",Her charger had stopped working.,Cindy's day was ruined!
5908ab12-b24f-4dd1-88ad-4b061c66bfbe,Goals,It was Kia's first hockey game.,"She was doing well, but not excellent.","Then at the end of the game, something happened.",Kia scored two goals in the row.,The goals led Kia's team to win the game!
64a4761b-36a9-493c-a714-e95b4c4f8d05,Test anxiety,Becky was nervous for her test.,She thought she wouldn't do well.,She walked into the room scared.,Then she took the test.,It was easier than she was thought.
d3a869c3-6729-465b-8929-33b432df0b2d,The Mountain,Jack was a great climber.,He wanted to climb Mount Everest.,He exercised very hard in preparation for the grueling hike.,The day came when he would attempt the summit.,Jack made it to the top and looked out at the top of the world.
d124c8d8-b19b-4c20-8df9-03a6b11417af,Embassy,Tom was hired to work at a French embassy.,He was concerned because he spoke very little French.,"In the week before starting work, he studied as much as he could.","On his first day, he tried speaking French with his co workers.",He was surprised to find that none of them spoke French at all.
0c821e69-bd19-4e03-b1bf-a863a8c6f884,Jump,The boy jumped in the air.,The dad jumped higher.,The boy tried to jump as high as his dad.,He could not even come close.,The boy thought his dad was an amazing jumper.
6474148c-48e7-4507-be33-79dfe4abd1d3,Banned for Playing Around,Tina and Helen went on the water floats in the arcade.,Helen was able to use the water gun from the float to squirt people.,Tina started to abuse it and aggressively attack people.,The worker told both of them to get out.,She also banned Tina from coming to the arcade in the future.
4559118b-53c9-45b0-acb1-8eed704297da,Ear,The girl got her ear pierced.,The earring got ripped out of her ear.,Her ear became infected.,She had to go on antibiotics.,Her ear eventually healed.
0c18c25a-c7a9-4954-987f-ce9c6f4a6c82,Troubled,Amy just found out her friend Beth had a crush on her crush.,Amy lay in bed nauseous unable to sleep.,She felt Beth had somehow betrayed her.,She felt Beth should have stepped aside and let her have the guy.,Amy quietly cried herself to sleep.
a5914756-a919-4336-9a24-1c97818c72b0,Under the Bed,"Since she was a little girl, Helen was afraid to look under the bed.","Now that she was grown up, she knew there weren't any monsters.",But she still felt uncomfortable about what was down there.,One day a ring she dropped rolled under the bed so she had to look.,She found her favorite childhood toy she thought she'd lost under it.
5305b368-6fd4-495c-9e21-f85e4a4dcbaa,Sleep Spoil,"After a long day, Ray went home and sat on the sofa.",He began a marathon of his favorite show on the TV.,"Soon into it, Ray fell asleep on the sofa.",The show kept playing while he slept.,Ray awoke hours later and had the ending spoiled for him.
667cae34-ae7e-415c-8415-8a4e5424eb22,Judge,A man was friends with a judge.,The man drove his car drunk and got arrested.,The man saw the his friend the judge the next day.,The judge passed a harsh sentence on the man.,The man learned his lesson.
f81101b8-2e42-4dd3-9236-3008d11b69eb,Thrift Store,Betty wanted to make her wardrobe more unique.,"However, she didn't have a lot of money.",Betty went to a thrift store to look around.,"She found lots of nice, cute clothes for cheap.",Betty's new clothes made her feel happy and cute.
a82a21da-1ff0-4d53-9b7e-72c83b87a490,Myths,Leonard liked writing about mythical creatures.,His favorite topic was the mythos of dragons.,He wrote about a wyvern that terrorized a village.,His story won a local fantasy writing award.,Leonard turned his attention to writing about minotaurs.
c70abced-2d05-4ca7-91f5-a2d9e78e71a4,Too funny,Susan went to see a comedy show.,She was skeptical.,It ended up being very funny.,Susan thought it was the funniest thing.,She wanted to see more of the shows.
b4e97cc5-7342-4efd-bf7a-e24781d725be,Horses on the Beach,Elsa's family visited a beach where wild horses lived.,She hoped she'd get to see some.,"While she was playing in the water, she noticed three along the beach.","She didn't want to scare them so she stayed still, watching.",She was very excited that she got to see horses in the wild.
bbc233c4-9395-4f83-8b86-f5f609793158,The Conflict Of Interest,People considered Irving to be fancy.,He produced a music magazine and also modeled in it.,People advised him not to appear in his own magazine.,"At a car show, Irving was very popular and attractive to girls.","Because he modeled in his own magazine, he couldn't promote it."
f7ddb1c8-eb72-46bd-9dca-5fabb190b3ca,Spiked Punch,Ken was at a party.,They had a punch bowl.,He thought it would be funny to add alcohol to it.,Everyone noticed right away and was upset.,Ken was kicked out.
fd93fe76-fb39-4e48-86e6-c75b6522af76,Kentucky Derby,Rachael always loved to throw parties.,"In the beginning of May, there are not always great opportunities.",But she knew the Kentucky Derby was coming up.,So she got the recipe for Mint Juleps.,And invited everyone over to have a great party.
36edc656-801e-4412-ae3b-0a83e74327db,Transformer,Charlie got a new transformer toy for his birthday.,But his sister continued to take the toy from him.,"At last, Charlie's parents got his sister a new toy.",Now both kids have toys that they can play with.,"The fighting has ceased, and they are playing quietly."
0a51d4e6-2231-4490-99d3-618dfa6f8852,Divorce,Kari and Matt were married.,They did not have a happy marriage.,They tried to fix the marriage but they could not.,They decided to get a divorce.,Both Kari and Matt were much happier after the divorce.
ea3bba46-2107-4424-b63c-5abf60d57eea,Lucky,Lucky was my first dog.,I loved him so much.,One day we left him outside.,Someone stole him from our house.,We never found him.
2639d7cf-9c63-46ef-88ed-7eb1f41fab87,Phone,Amber loved her cell phone.,One day she accidentally dropped her cell phone.,It fell on the sidewalk.,Amber was sad that she had broke her phone and had to tell her mother.,"Amber's mom bought her a new phone, but told her to be more careful."
b7975cf4-1434-4760-b20f-9438cd38ad18,The Dentist,The dentist was opening a new office.,It would have a beautiful lobby area.,The exam rooms would also be high-tech and very nice.,"At the ribbon cutting ceremony, the dentist spoke.",He said he was really proud to be part of the community.
c277e0a3-478d-4c68-b611-cfd79fc036d5,Quitting Smoking,Tim smoked his entire life.,He decided to quite for his health.,It was really hard at first.,Tim often caved and smoked.,After a while it became easier to stop.
1f7d6390-fef8-41eb-b37e-c76733d2952e,Cluttered Desk,Jane had a very cluttered desk.,Her boyfriend wanted to help her with it.,He tried to organize it for her.,Jane freaked out when she saw it.,She felt she couldn't find anything anymore.
6004fddd-facf-4ce5-a11b-2c106598fda5,Aquarium,Mark was 8 and really wanted a pet.,He begged his mom for a dog but she agreed to get him a fish.,Mark washed out a bowl and got a book on fish care at the library.,Unfortunately the pet store was all out of fish!,Mark's mother got him a hamster instead and he was just as happy!
797ba3a8-c686-4c55-bfc1-fd33e84efdc1,Child Loss,"My husband Called me, telling me our child was very sick.","When I got to Theresa she was on a stretcher, unconscious.",As soon as she was put in the ambulance they started CPR.,We arrived at the hospital within 10 minutes and the doctor took over.,"I then received the news, my 16 year old daughter had died."
1235a4c0-7b92-49a7-a64a-db07d67639d7,Chess,I tried to play internet chess with my friend last night.,It was only 8 pm.,"He refused to play, saying he was tired.",I played other people on the net instead.,"It was fun, but not as fun as playing someone I knew."
672d5c2d-fbdf-422d-9f52-3f6c4c3f0127,The Dead Rat,Sandy had a rat in her attic.,She put out poison to kill the rat.,The rat died.,Sandy had an awful smell in her house for days.,She finally got someone to go up in the attic and take down the rat.
6c4e030f-2956-4189-aa39-d1fa5db285cd,Submarine,Kyo went to the naval park at the waterfront.,He explored all the ships that were docked there.,Then he went into the submarine.,It was amazing and complex in there.,Kyo loved the intricate design of the navy submarine!
4a5e173e-1079-430d-8ebc-783c590530e6,Fun at the Beach,The family arrives at the beach.,Everyone puts on sunscreen.,The son plays in the clear water.,The daughter builds sand castles.,The parents relax for the rest of the day.
3a82b492-3beb-42f2-be50-a0bce68fb6d0,The Can Drive,Harry was part of the school can drive.,Harry went door to door collecting cans.,No one had cans to give away!,Harry realized that this was because it was a poor neighborhood.,He had the can drive director donate cans to his neighborhood.
207a7f4a-71f2-40da-8be6-5bf7e46b12e5,Air Conditioner,Ray wanted to use his old air conditioner.,But it used so much electricity.,So he looked for a more energy efficient one.,He found one that was somewhat expensive.,But he knew that it would save him money in the long run.
c3a75191-5694-4d2b-88e9-549e2eb074ce,Clogged Garbage Disposal,Dale was washing dishes in his kitchen one night.,He scrubbed his plates off and then tried to use the garbage disposal.,"While flipping the switch, Dale noticed the disposal wasn't working.","He grabbed a bottle of drain cleaner, and poured it down the drain.","After waiting a while, Dale cleared the pipe and the drain was fixed."
9edf7d50-99fb-4131-8a46-2e9adbf3b267,Lucky Penny,Jody went to see a fortune teller.,Jody sat at a table with a crystal ball on it.,The fortune teller told Jody that she would come into some money.,Jody laughed because she didn't believe her.,Outside Jody laughed again because she found a penny on the sidewalk.
23bb9fbd-ee63-468b-87e9-583b176547c6,Broken blender.,Sierra was making a smoothie.,She had her hand over the blender and began holding the button down.,"Suddenly, she noticed smoothie oozing out of the bottom.",She lifted up the blender and saw that the pitcher had a crack in it.,"Luckily, she had a warranty for the blender."
b6b95de0-eb71-426a-a29d-6f4db33b1f80,Pierce Ears,Tessa wanted to get her ears pierced.,Her mom finally agreed.,They went to the jewelry store at the mall.,She sat in a tall chair with a worker on either side.,On the count of three they pierced her ears at the same time.
8fce837e-6a45-4221-adb4-badff22a355f,Wet Gloves,Tom was out playing in the snow.,He was wearing gloves but the wrong type.,They soaked up a lot of water.,Within hours the gloves were frozen over.,Tom actually felt warmer after he took them off.
c6ddbdba-7387-4004-9574-fa3cb092a1b5,Bobo the dog,Bobo was a black and white dog who was taken to the shelter.,Bobo had had a hard life and was abused.,One day a woman went into the shelter and saw Bobo.,They took Bobo home.,Bobo now lives happily with his family.
cc5002b8-1432-42f3-80cc-3d8ea43685a5,New York,I took my family on a trip to New York City.,We visited the Statue of Liberty.,We went to Central Park.,We saw a show on Broadway.,We showed everyone lots of pictures when we got home.
821f1977-307e-4d45-b6d3-af5b98eaf77f,Check on it,Gina's sister was afraid of a deer at a truck stop.,The dead deer was in a truck next to their car.,Gina went out to see the deer.,The truck had been replaced by a sports car.,Gina's sister was relieved to hear it was gone.
ede7dbf2-d62b-4b5b-afe7-4ff64df217f3,The Phone Book,Carter came home to something on his front porch.,It was a phone book.,He didn't realize they even made them anymore!,He immediately took it to the recycling bin.,What a waste of paper!
7ffc8b5f-20c1-45d3-af2c-594fd290c8f7,Pete the Piemaker,Pete worked at a large bakery downtown.,All pete made were pies of all shapes and sizes.,"Pete's boss, Sam, hated that all Pete made were pies.","Sam tried one of Pete's pies one day, and loved it.",Sam decided that Pete was allowed to only make pies.
b3d3817e-243e-497b-9c76-b087cf7d327d,Lisa Finds a Kitten,Lisa stepped outside and heard a meow.,She found a kitten under the porch.,She took it inside and fed it.,She hoped her Mom would let her keep it.,Her Mom said she could keep the kitten.
18049794-d063-4f37-b0ac-934fc5a20c63,New Phone Plan,"When I got my new phone, I didn't know how to activate it.",There were so many plan choices that I couldn't decide.,"I chose a median plan, hoping it would be a good choice.",I applied it to my account and paid for it.,I have been using it ever since.
1646b883-a0e3-4467-a312-c0a96d33ded7,Precious,That day I almost lost my child.,I knew in that moment how precious life is.,I decided to cherish him forever.,"I spent every day with him, and we became close.",He told me I was his best friend.
5aea9732-900d-4414-ba6e-58eff2a5e8b3,Nantasket,"Our son went to Nantasket Beach in Hull, MA last week.",He said the water was warm.,He spent hours on the beach.,"He got a sunburn, even after wearing sun screen.",His back is sore today.
dc71104e-ed56-41f2-a355-0e423a5d5625,Picking Apples,Ted headed to the orchard.,He was excited to pick some apples.,"When he got there, the employee directed him to a field.",Ted picked two buckets of apples.,He paid and went home to bake a pie.
1e11a7f8-93ff-4e0d-bf03-56c4551aefa1,The Cookbook,Jenna was going to cook dinner.,She brought out her cookbook full of her favorite recipes.,She picked her top ten favorite meals.,Her kids picked the one they wanted that night.,Jenna was happy they had been a part of the decision.
4f36b101-5c82-4c8a-a3f0-e184a7b3b0b0,Long Ride,Bill and his brother decided to ride their bikes to the family cabin.,They packed their bikes with supplies for the long trip.,"Twelve miles later, they were tired and halfway there.","When they got to the cabin, they went inside and collapsed.","The next day, they called their parents begging for a ride home."
10fb3599-f58d-44de-89a4-a6e31c75b63f,Partners in Crime,Jack and Jill lost their jobs after the stock market crashed.,They couldn't find new jobs despite being skilled and talented.,Jack and Jill turned to a life of crime to pay the bills.,"After a long crime spree, they were finally cornered by the police.",In a glorious shoot out Jack and Jill were both killed.
5aea786d-248e-45b3-bd75-56d45cad64af,The Solo,"John really enjoyed playing his trombone, and was pretty good at it.",He decided to enter  a music competition.,He picked a piece of music to play and practiced hard for weeks.,"On the big day, he was nervous but played well for the judges.",They loved his song and John was very proud of himself.
4bf30da6-e4eb-4eef-bc8a-e9a4d2dd71a2,Waiting,George waited for his mom to finish working.,He was hungry and wanted a snack.,"Finally, his mom finished her work.",She made him a sandwich.,George ate the sandwich happily.
f59d1fc6-0fa9-42fd-b135-a3ad887e02bc,The sleepover prank.,Michael's sister was having a sleepover with friends.,He decided to prank them.,He waited until they were watching a scary movie.,"Then, he jumped out and scared them.","When they realized who it was, they were so annoyed."
bf26f02d-78b2-40aa-983f-0553d298b464,Squeaky Wheel,Stan liked to sneak around and spy on people.,Stan also liked to whistle.,"The problem was, these two things didn't go together well.",Stan needed to find an answer to this problem.,He finally found a deaf school that would allow him to spy.
4365ab60-42a3-4676-b93a-4fa31c337c06,The Will,Harold had died at 100 years old.,His family gathered to find out what his will said.,Harold had left his fortune to a very distant relative.,They were all stunned!,They were angry that Harold had forgotten about them.
fc1f4425-9305-4d62-b4b2-62a4c293bd76,Leaking Roof,Dan was sitting in his living room when he felt a drop of water.,"As Dan looked up, he saw a wet spot on his ceiling.",Dan then noticed the leak happening more often.,Dan realized that he had a leaking roof.,Dan was shocked that his roof was leaking so badly.
c5901dd1-e1bf-44aa-aa95-e646afac641b,The Bug,Bill didn't like his Volkswagen Beetle.,He hoped his mother would buy him a sports car.,But he picked up his girlfriend in his Beetle and she liked it.,She said she liked the feeling of vibrating seats beneath her.,"Suddenly, the experience of driving a Beetle wasn't so bad."
4af2c05e-d409-4948-b8bd-b9ce19b30651,Baby Boy Surprise,Melissa was pregnant with her third child.,She decided not to find out the sex of her baby until it was born.,Her friends and family made bets on whether it would be a boy or girl.,Melissa hoped it would be a boy because she already had two girls.,She was thrilled when she gave birth to a little baby boy.
d049c94f-b0d2-475c-83f5-5d5d02376559,The Poster,Tom wanted to put up a poster.,He decided to use tape.,It held the poster up for a short while.,It then soon started to fall over.,Tom decided to use thumb tacks instead.
7f66a738-1722-40ad-aa98-40ba5595ebbe,St. Louis Arch,Elliot's class was headed into St Louis for a field trip.,Elliot planned to go to the St Louis Arch during their free time.,He had always been interested in architecture.,"But when he arrived, he saw that it was closed for maintenance.",He was heartbroken that his sight seeing would have to wait.
a7aaf233-13fa-4ccc-a994-ecd4a6eb4d42,Let's Go To The Movies,John and Nancy were going to the movies.,John wanted to see the new action movie that was playing.,Nancy wanted to see a love story she had heard about.,They couldn't agree on what to see.,They compromised and saw the new comedy they both thought looked good.
a7b9f96c-6d65-468d-9b6a-5554d54fb96d,Smelly Feet,Tom got home from work.,He kicked off his shoes and got on the couch.,His wife immediately noticed the smell.,She complained about it until Tom did something about it.,He took a shower.
cca0d979-1c3a-4584-b72b-67db1570b377,Acne Wash,Ann had acne on her back and shoulders.,She complained about it to her doctor.,He prescribed Ann a medicated wash to treat the acne.,She used it exactly as prescribed.,"In a few weeks, Ann's skin had cleared noticeably!"
02e0dd08-35db-45cb-a3c2-fb5efe29a19c,Halloween,Amy really loved to dress up for Halloween.,Every year she hand-made her Halloween costume.,"This year, she wanted to make a Wilma Flintstone costume.",She spent two weeks sewing and putting it all together.,"The costume was so good, she won first place in a costume contest!"
4b185f51-067d-4a13-a06a-20f75a2c509e,The Check,Charles needed money and payday was a week away.,He drove to a local clinic and applied to donate plasma.,"After donating plasma, Charles felt weak.",He passed out in the clinic.,"When he woke up, nurses were in his face and he asked for his check."
2e611e10-db1f-4534-8b38-574d50e22f80,Johnny Buys a Backpack,Johnny has always taken his books to school in an old paper bag.,His friends tease him for not having a backpack.,Finally Johnny decides to buy a backpack to be more like his friends.,"However, he finds that he misses his paper bag.",Johnny decides to keep using his paper bag.
2a77b422-2209-4c98-be19-5e7709d7ea0d,Boredom At Work,Kate was bored at work.,She found herself wasting time daydreaming.,She resolved to focus on her job without daydreaming.,She straightened up and began to focus on her job.,"Unfortunately, ten minutes later she was daydreaming again."
018a4bc6-9c2f-46e2-ac5d-15dfb110274b,Threw One It,Bob sold his chainsaw to a local rancher.,The rancher was dumbfounded at how little he wanted for it.,Bob figured he could really blow the rancher's mind.,He threw in an old Stihl for free as a back up.,The rancher's eyes gleamed as he thought of all he could now cut.
f9632c7d-e9a6-4fc8-9fe9-6e82da863e5d,Cute Teacher,In high-school I had a really cute teacher.,She would always sit up front in a skirt.,One time she caught me peeking.,I was really embarrassed and ashamed.,She told me it was natural and forgave me.
e62b7ed6-ccb0-4219-9be8-40917a5a0974,Architect,Architecture fascinated Bill.,Architecture was one of Bill's favorite topics.,He would stare at pictures of interesting architecture everyday.,He even tried to make his own designs.,They were so good he was actually able to make some of them.
f00d01dd-b8da-4b5d-af11-981dd6dc297e,Diet and Exercise,Jamie's doctor though Jamie was overweight.,Jamie went on a diet.,Jamie actually gained weight.,Jamie started exercising every day.,Jamie lost ten pounds.
af279430-d3d2-44d2-a96e-3ffe9c4aadc1,Garter Snakes,Garter snakes lived in a crack in my grandma's front porch.,I enjoyed observing them.,One day a neighbor boy came over and killed one of the snakes.,This left me distraught and crying over the dead snake.,I was happy when my grandma banned this boy from her yard.
b2b6a753-0aa3-44dd-9b67-4939f2875ec2,Sensitive Air bag,Sam was driving down the road.,He hit a hard pothole.,The jolt made his airbag deploy.,The airbag almost broke his nose.,Sam sued the car company for his medical bills.
acb2bb3a-fa63-44dd-85a5-f0634a1942a3,Tower Garden,My brother recently gave me a Tower Garden.,It is hydroponic and works great for herbs and vegetables.,I am not a very good gardener so I am hoping it is easy to maintain.,The plan is to fill it will herbs and salad ingredients.,I am hoping it will save me money on my grocery bill.
